name,categories,description,url,favorite,Date Added
Viral Curation,"Copywriting, Social Media",Curates and publishes viral content to social media and blogs,https://viralcuration.com,No,"May 29, 2023 11:37 AM"
MeetGeek,"Productivity, Speech Generation",Automated meeting recording; transcription; summarization; insights and more,https://meetgeek.grsm.io/wo7q23e0igjm,No,"May 29, 2023 11:37 AM"
Cloudinary,Image Improvement,APIs to develop AI Art Software,https://cloudinary.com,No,"May 29, 2023 11:37 AM"
Coverler,Productivity,A tool to create a unique cover letter from your details and job description.,https://www.coverler.com,No,"May 29, 2023 11:37 AM"
Audo AI,"Podcasting, Voice Modulation",AI Powered Background Noise Removal,https://audo.ai,No,"May 29, 2023 11:37 AM"
You.com,"Productivity, Research",AI-powered search engine providing personalized results; private search and AI-driven tools,https://you.com,No,"May 29, 2023 11:37 AM"
IMGCreator.ai,"Generative Art, Image Improvement",Generate text-based images to help you think and create,https://imgcreator.ai,No,"May 29, 2023 11:37 AM"
Poised,Self Development,Real-time feedback on your speaking; using AI,https://www.poised.com,No,"May 29, 2023 11:37 AM"
Light,Productivity,An assistant tool to automate and perform mundane tasks.,https://lightapi.com,No,"May 29, 2023 11:37 AM"
Programming Helper,"Code, Productivity",A tool to help you with programming; debugging and other such tasks.,https://www.programming-helper.com,No,"May 29, 2023 11:37 AM"
Codenull.ai,"Finance, Marketing",A platform to build AI models without coding.,https://codenullai.versoly.page,No,"May 29, 2023 11:37 AM"
Clippah,Video Editing,Suite of video editing tools,https://www.clippah.co,No,"May 29, 2023 11:37 AM"
Autoblocks AI,Productivity,A tool to build deploy and monitor LLMs.,https://www.autoblocks.ai,No,"May 29, 2023 11:37 AM"
Daydrm.ai,Marketing,Daydrm is an AI-powered tool that helps creatives and agencies generate strategic briefs and creative concepts for advertising campaigns.,https://www.daydrm.ai,No,"May 29, 2023 11:37 AM"
GetBotz,Marketing,A platform for writing optimization and submission of articles.,https://www.getbotz.io,No,"May 29, 2023 11:37 AM"
Chatbots ,,,,No,"May 29, 2023 11:37 AM"
Assisterr,Marketing,A platform for web3 analytics,https://assisterr.xyz,No,"May 29, 2023 11:37 AM"
Glasp YouTube Summarizer,"Productivity, Speech Generation",Chrome extension - Runs YouTube videos through GPT and summarizes them,https://glasp.co/youtube-summary,No,"May 29, 2023 11:37 AM"
GPT For Sheets,"Code, Productivity",Integrate GPT-3 directly into Google Sheets,https://workspace.google.com/marketplace/app/gpt_for_sheets/677318054654,No,"May 29, 2023 11:37 AM"
MotionIt AI,Copywriting,AI generated slide decks,https://www.motionit.ai,No,"May 29, 2023 11:37 AM"
BrainFish,Marketing,AI powered knowledge base platform that provides quick and relevant answers to customer’s questions ,https://www.brainfi.sh,No,"May 29, 2023 11:37 AM"
B7Labs,Productivity,A tool for summarizing webpages.,https://b7labs.co/converse,No,"May 29, 2023 11:37 AM"
Super AI,Productivity,A platform to process documents,https://super.ai,No,"May 29, 2023 11:37 AM"
Prisms,Code,AI-powered no-code platform that enables users to quickly build and deploy custom apps,https://prisms.ai,No,"May 29, 2023 11:37 AM"
ToWords,"Marketing, Speech to Text",Converts YouTube videos into blog posts,https://app.towords.io,No,"May 29, 2023 11:37 AM"
Monster Mash,"Generative Art, Image Scanning",Convert drawn images into 3D images and then animate them,https://monstermash.zone,No,"May 29, 2023 11:37 AM"
Fusion,Prompting,A tool to write detailed prompts from basic prompts,https://fusion.tiiny.site/home.html,No,"May 29, 2023 11:37 AM"
Character.AI,"Chat, Chatbots, Fun",Beta product that enables users to collaborate with a computer to seem like they are talking with another character,https://beta.character.ai,No,"May 29, 2023 11:37 AM"
Venturefy,Research,A tool to verify corporate proof to increase trust with customers,https://www.venturefy.com,No,"May 29, 2023 11:37 AM"
All Things AI,Aggregator,A comprehensive directory of AI tools and services,https://allthingsai.com,No,"May 29, 2023 11:37 AM"
Buzz Mail,Productivity,AI email assistant,https://workspace.google.com/marketplace/app/buzz_mail/650469784389,No,"May 29, 2023 11:37 AM"
Roshi,Productivity,A tool that enables teachers to create engaging learning material from any online source.,https://www.roshi.ai,No,"May 29, 2023 11:37 AM"
Get Floor Plan,Productivity,A service for 2D 3D floor plans and 360° virtual tours.,https://getfloorplan.com,No,"May 29, 2023 11:37 AM"
ChatGPT Terminal Based,Chat,Terminal-based chatbot creation tool,https://github.com/jucasoliveira/terminalGPT,No,"May 29, 2023 11:37 AM"
Chatmate AI,Chat,Artificial people to be friends with,https://chatmate.ai,No,"May 29, 2023 11:37 AM"
LogoAi,Marketing,A tool for logo creation and identity design.,https://www.logoai.com,No,"May 29, 2023 11:37 AM"
Pirate Diffusion,Generative Art,A tool for Image Making.,https://www.piratediffusion.com,No,"May 29, 2023 11:37 AM"
Face26,Image Improvement,A tool for photo enhancing and fixing,https://face26.com,No,"May 29, 2023 11:37 AM"
RespoAI,Productivity,A Google Chrome Extension to create responses.,https://chrome.google.com/webstore/detail/respoai/bedkffdgfejokiohjhkehankmamachma,No,"May 29, 2023 11:37 AM"
Iconifyai.com,Generative Art,Icon generator that creates icons for apps and websites,https://www.iconifyai.com,No,"May 29, 2023 11:37 AM"
Lightning AI,Code,A platform for building; training and deploying AI products,https://lightning.ai,No,"May 29, 2023 11:37 AM"
Textbuddy,Copywriting,Analyzes and improves your spelling; grammar and readability,https://textbuddy.com,No,"May 29, 2023 11:37 AM"
Timz Flowers,Productivity,A platform for meetings summarization,https://timz.flowers,No,"May 29, 2023 11:37 AM"
Piggy Magic,Code,Create an engaging and shareable webpage in seconds,https://piggy.to/magic,No,"May 29, 2023 11:37 AM"
Sale Whale,Marketing,AI chatbot platform,https://salewhale.chat,No,"May 29, 2023 11:37 AM"
Taplio,Social Media,All in one LinkedIn growth tool with AI suggestions,https://taplio.com,No,"May 29, 2023 11:37 AM"
TweetEmote,Social Media,AI-Powered Tweet Assistant,https://www.tweetemote.com,No,"May 29, 2023 11:37 AM"
Xata,,A data platform for developers.,https://xata.io/chatgpt,No,"May 29, 2023 11:37 AM"
AiSofiya,Text To Speech,Text-to-speech generator,https://aisofiya.com,No,"May 29, 2023 11:37 AM"
Image Improvement,,,,No,"May 29, 2023 11:37 AM"
Your Own Story Book,Productivity,A platform to create personalized storybooks.,https://www.yourownstorybook.com,No,"May 29, 2023 11:37 AM"
CopyMonkey,Marketing,A tool for amazon listing optimization tool; amazon listing content generation and competitor insights.,https://copymonkey.ai,No,"May 29, 2023 11:37 AM"
Phosus,Image Improvement,AI-powered Image Enhancement Tools,https://phosus.com,No,"May 29, 2023 11:37 AM"
Tabnine,"Code, Productivity","A tool for coding assistant, auto complete code.",https://www.tabnine.com,No,"May 29, 2023 11:37 AM"
Mememorph,"Generative Art, Social Media",Turn yourself into your fave memes by uploading selfies,https://www.mememorph.com,No,"May 29, 2023 11:37 AM"
Percy Lab,Research,Percy Lab can generate very complete texts on demand with the Open AI api.,http://dash.percylab.com/invites/8fOXyrIAng,No,"May 29, 2023 11:37 AM"
ControlNet Pose,Generative Art,A tool to create images with the same pose as the input image.,https://replicate.com/jagilley/controlnet-pose,No,"May 29, 2023 11:37 AM"
ViralViews,Research,AI-powered content discovery tool,https://www.viralviews.co,No,"May 29, 2023 11:37 AM"
FineCam,Productivity,A virtual camera for remote meetings with effects and templates.,https://www.fineshare.com/finecam,No,"May 29, 2023 11:37 AM"
Clip Interrogator,"Generative Art, Image Scanning",Plug-in an image and it will attempt to give you a prompt to replicate that image,https://colab.research.google.com/github/pharmapsychotic/clip-interrogator/blob/main/clip_interrogator.ipynb,No,"May 29, 2023 11:37 AM"
DreamBooth,Generative Art,Train your own face into Stable Diffusion,https://colab.research.google.com/github/ShivamShrirao/diffusers/blob/main/examples/dreambooth/DreamBooth_Stable_Diffusion.ipynb,No,"May 29, 2023 11:37 AM"
RegisAI,Copywriting,Let AI write your product description and ad copies,https://regisai.com,No,"May 29, 2023 11:37 AM"
Seazn,Fun,An app to create personalized recipes,https://apps.apple.com/gb/app/seazn/id6445919483,No,"May 29, 2023 11:37 AM"
CAMIRA,Image Improvement,AI-powered suite of apps to help photographers and videographers,https://www.camira.ai,No,"May 29, 2023 11:37 AM"
WatchThis.dev,Fun,A tool for curating entertainment recommendations based on preferences.,https://www.watchthis.dev,No,"May 29, 2023 11:37 AM"
Whimsical AI,Productivity,A tool for brainstorming and mind mapping,https://whimsical.com/ai-mind-maps,No,"May 29, 2023 11:37 AM"
Cutout Pro,Image Improvement,Use AI to remove the background from an image,https://www.cutout.pro,No,"May 29, 2023 11:37 AM"
Mindgrasp,"Research, Self Development",AI-powered tool to help users learn faster and better understand course material.,https://mindgrasp.ai,No,"May 29, 2023 11:37 AM"
ChapterMe,Productivity,A tool to add chapters to videos,https://chapterme.co,No,"May 29, 2023 11:37 AM"
Role Model AI,Chat,A platform to create personalized AI assistant,https://www.rolemodel.ai,No,"May 29, 2023 11:37 AM"
Lindy,Productivity,An ai assistant for office tasks,https://www.lindy.ai,No,"May 29, 2023 11:37 AM"
Cognify Studio,Image Improvement,A design app to transform photos to designs.,https://cognifystudio.com,No,"May 29, 2023 11:37 AM"
Pal,,AI Chatbot creator for your website,https://www.heypal.chat,No,"May 29, 2023 11:37 AM"
Rem BG,Image Improvement,A background remover tool.,https://www.rembg.pics,No,"May 29, 2023 11:37 AM"
Resumecheck.net,Self Development,Optimize resumes for specific job roles,,No,"May 29, 2023 11:37 AM"
Gigapixel AI Upscaler,Image Improvement,Use AI to upscale small or pixelated images,https://www.topazlabs.com/gigapixel-ai,No,"May 29, 2023 11:37 AM"
Context,"Chat, Research",Chatbots for your favorite content,https://addcontext.xyz,No,"May 29, 2023 11:37 AM"
Ask Seneca,Chat,A tool to answer questions about Seneca.,https://seneca.dylancastillo.co,No,"May 29, 2023 11:37 AM"
Wishes AI,Fun,A tool to creates personalized wishes for special occasions,https://wishesai.com,No,"May 29, 2023 11:37 AM"
WordHero,"Copywriting, Marketing",AI-powered writing tool that offers 70+ options for generating original content,https://wordhero.co,No,"May 29, 2023 11:37 AM"
PromptLoop,Productivity,A tool to transform; extract; or summarize any text in Google Sheets and Excel.,https://www.promptloop.com,No,"May 29, 2023 11:37 AM"
AI Mail Assistant,Productivity,A Gmail add-on for emails.,https://workspace.google.com/marketplace/app/ai_mail_assistant_chatgpt_for_gmail/793320270264,No,"May 29, 2023 11:37 AM"
DenoLyrics,Speech Generation,A tool to transcribe audio into text in over 50 languages.,https://www.denolyrics.com,No,"May 29, 2023 11:37 AM"
Dime A Dozen,Research,A tool to validate business ideas,https://www.dimeadozen.ai,No,"May 29, 2023 11:37 AM"
Magic Stickers,Fun,An app to create personalized stickers for Messages chats.,https://apps.apple.com/us/app/magic-stickers-ai-art/id1662488081,No,"May 29, 2023 11:37 AM"
YourMove,Fun,AI-generated flirting support,https://yourmove.ai,No,"May 29, 2023 11:37 AM"
AI Alfred,Productivity,A Google Chrome Extension for summarizing articles.,https://theaialfred.com,No,"May 29, 2023 11:37 AM"
AutoWrite App,Copywriting,Create SEO-friendly articles,https://autowrite.app,No,"May 29, 2023 11:37 AM"
Reachout.ai,"Generative Video, Marketing",Create customized talking-head videos at scale,https://reachout.ai,No,"May 29, 2023 11:37 AM"
Finalle.ai,Finance,Automagically analyze real time  financial intelligence ,https://finalle.ai,No,"May 29, 2023 11:37 AM"
Metaphor,Research,Use AI to predict links instead of text,https://metaphor.systems,No,"May 29, 2023 11:37 AM"
CookAIfood,Fun,A recipe generator and nutrition monitoring tool.,https://cookaifood.com,No,"May 29, 2023 11:37 AM"
MagickPen,Productivity,A tool for writing assistance.,https://magickpen.com,No,"May 29, 2023 11:37 AM"
BatchGPT,"Code, Productivity",Quickly process; analyze and generate content data.,https://batchgpt.com,No,"May 29, 2023 11:37 AM"
Text To Video,,,,No,"May 29, 2023 11:37 AM"
Sense,Productivity,Self-organizing project management tool,https://www.senseapp.ai/spaces,No,"May 29, 2023 11:37 AM"
InVideo,Video Editing,Video maker with a large suite of AI tools,https://invideo.io/,No,"May 29, 2023 11:37 AM"
Evoke,Generative Art,Stable Diffusion API access,https://evoke-app.com,No,"May 29, 2023 11:37 AM"
PowerPen,Productivity,AI Paraphrasing Tool,https://play.google.com/store/apps/details,No,"May 29, 2023 11:37 AM"
Crabo,Chat,A tool to build text and voice chatbot for Telegram,https://craboai.com,No,"May 29, 2023 11:37 AM"
PromptLayer,"Code, Prompting",Maintain a log of your prompts and OpenAI API requests,https://promptlayer.com,No,"May 29, 2023 11:37 AM"
AI Recipe Generator,"Fun, Inspiration",Recipe generator that creates recipes based on the ingredients you have,https://recipes.lionix.io/,No,"May 29, 2023 11:37 AM"
CoverLetterSimple.ai,"Copywriting, Productivity",A tool to create customized; job-specific cover letters.,https://coverlettersimple.ai,No,"May 29, 2023 11:37 AM"
TLDR This,"Productivity, Research",Automated summarization; metadata extraction; paraphrasing and clickbait filtering,https://tldrthis.com,No,"May 29, 2023 11:37 AM"
HTTPie,Code,Open source API testing tool,https://httpie.io,No,"May 29, 2023 11:37 AM"
Salesboom.AI,Marketing,A tool for outreach campaigns.,https://salesboom.ai,No,"May 29, 2023 11:37 AM"
Teacherbot,Productivity,A tool for teachers to create activities and plans for any levels.,https://teacherbot.io,No,"May 29, 2023 11:37 AM"
Locus,Productivity,A Google Chrome Extension to find information on any webpage.,https://www.locusextension.com,No,"May 29, 2023 11:37 AM"
Lately.ai,Marketing,A tool for content generation and social media management.,https://www.lately.ai,No,"May 29, 2023 11:37 AM"
ExplainDev,Productivity,A Google Chrome Extension for developers to understand code,https://explain.dev,No,"May 29, 2023 11:37 AM"
AIWizard,Aggregator,A platform for discovering AI tools,https://www.aiwizard.ai,No,"May 29, 2023 11:37 AM"
Generated Photos,Generative Art,Quickly create a randomly generated human face,https://generated.photos,No,"May 29, 2023 11:37 AM"
Sheldon,Productivity,A Google Chrome Extension for tasks assistance,https://www.heysheldon.com,No,"May 29, 2023 11:37 AM"
Water,Code,No-code ChatGPT Builder,https://drinkwater.ai,No,"May 29, 2023 11:37 AM"
Caffeinated CX,Marketing,A tool for customer support tickets management,https://caffeinatedcx.com,No,"May 29, 2023 11:37 AM"
Aigur,Code,Build multi-user Generative AI based applications,https://aigur.dev,No,"May 29, 2023 11:37 AM"
Cookup AI,"Aggregator, Prompting",An ongoing list of ChatGPT prompts,https://cookup.ai,No,"May 29, 2023 11:37 AM"
Translation,,,,No,"May 29, 2023 11:37 AM"
Captions,Social Media,A creators studio app to record; caption; customize and share videos.,https://www.captions.ai,No,"May 29, 2023 11:37 AM"
Runway,Video Editing,Content creation suite with AI tools & real-time collaboration to help users create content faster and easier,https://runwayml.com,No,"May 29, 2023 11:37 AM"
Relevance AI,Marketing,A tool for data analysis and visualization,https://relevanceai.com,No,"May 29, 2023 11:37 AM"
MaiMovie,Fun,An app for movie and TV show search,https://maimovie.com,No,"May 29, 2023 11:37 AM"
Video Creation,,,,No,"May 29, 2023 11:37 AM"
Smodin,Marketing,A tool suite for writing essays and research papers,https://smodin.io,No,"May 29, 2023 11:37 AM"
AIDev Codes,Code,A tool to create custom webpages with text generation,https://aidev.codes,No,"May 29, 2023 11:37 AM"
Dreamescape,Fun,AI-powered app for exploring and understanding dreams on iOS,https://apps.apple.com/app/id1664272484,No,"May 29, 2023 11:37 AM"
Gift Box,"Fun, Inspiration",Tailored gift suggestions for any recipient.,https://www.giftbox.co,No,"May 29, 2023 11:37 AM"
ResolveAI,Marketing,AI-powered customer support,https://resolveai.co,No,"May 29, 2023 11:37 AM"
Keyword Insights,Marketing,A tool suite for keyword research,https://www.keywordinsights.ai,No,"May 29, 2023 11:37 AM"
STRING,,The data analysis platform for data visualizations and data insights.,https://www.askstring.com,No,"May 29, 2023 11:37 AM"
LeiaPix,"Generative Video, Image Improvement",Upload an image and turn it into a 3D animation,https://convert.leiapix.com,No,"May 29, 2023 11:37 AM"
TinyForest,Copywriting,A platform for writing tools .,https://tinyforest.co,No,"May 29, 2023 11:37 AM"
Resemble.ai,Text To Speech,AI realistic text-to-speech voice generator - Can train your own voice,https://www.resemble.ai,No,"May 29, 2023 11:37 AM"
StoryAI,Productivity,An app to discover and read AI-generated stories,https://apps.apple.com/gb/app/storyai-ai-generated-stories/id6445949790,No,"May 29, 2023 11:37 AM"
Omniverse Audio2Face,"Generative Video, Motion Capture",AI avatar and facial animation,https://www.nvidia.com/en-us/omniverse/apps/audio2face,No,"May 29, 2023 11:37 AM"
Lex,"Copywriting, Productivity",AI writing assistant,https://lex.page,No,"May 29, 2023 11:37 AM"
CanceledGPT,Social Media,A tool to scan Twitter feeds for offensive content,https://canceledgpt.com,No,"May 29, 2023 11:37 AM"
ContentEdge,"Copywriting, Marketing",AI tool for writing SEO optimized content,https://www.contentedge.com,No,"May 29, 2023 11:37 AM"
Sudowrite,"Copywriting, Inspiration",An AI tool to help overcome writer's block when telling stories,https://www.sudowrite.com,No,"May 29, 2023 11:37 AM"
Magic Prints,Generative Art,Merchandise design powered by artificial intelligence,https://magicprints.xyz,No,"May 29, 2023 11:37 AM"
Glarity,Productivity,A browser extension for summaries for Google and YouTube,https://glarity.app,No,"May 29, 2023 11:37 AM"
Prompt Hunt,Prompting,A tool to create; edit and share consistent graphics assets and themes.,https://www.prompthunt.com,No,"May 29, 2023 11:37 AM"
Laxis,Speech Generation,Real-time transcription audio to text,https://www.laxis.com,No,"May 29, 2023 11:37 AM"
Let's Enhance,Image Improvement,Use AI to upscale small or pixelated images,https://letsenhance.io,No,"May 29, 2023 11:37 AM"
MagicFlow,Productivity,A no-code drag-and-drop tool to create AI workflows and app integration,https://www.magicflow.ai,No,"May 29, 2023 11:37 AM"
GymGenie,Self Development,Workout routines tailored to the user's fitness level; height; weight; goal weight,https://gymgenie.vercel.app,No,"May 29, 2023 11:37 AM"
IntelliMail,Productivity,Email writing assistant,https://www.intellimail.xyz,No,"May 29, 2023 11:37 AM"
ContentIn,"Copywriting, Social Media",An AI-powered content creation and scheduling tool for LinkedIn,https://contentin.io,No,"May 29, 2023 11:37 AM"
DALL-E (OpenAI),Generative Art,The Original AI Image Generator,https://labs.openai.com,No,"May 29, 2023 11:37 AM"
SuperChat,Copywriting,A content creation tool to generate text optimized for SEO.,https://superchat.ai,No,"May 29, 2023 11:37 AM"
Cape GPT,Productivity,A Google Chrome Extension to enhances the functionality of chat-GPT,https://chrome.google.com/webstore/detail/cape-gpt/opmheifelnaajjjofhjgicoffamnihbh?hl&#x3D,No,"May 29, 2023 11:37 AM"
Nanonets,Productivity,A tool to capturing data from documents and automate manual data entry work .,https://nanonets.com,No,"May 29, 2023 11:37 AM"
RhetorAI,Marketing,A platform to create user interviews for product feedbacks,https://www.rhetorai.com,No,"May 29, 2023 11:37 AM"
88 Stacks,Social Media,A tool to create customized images for a brand,https://www.88stacks.com,No,"May 29, 2023 11:37 AM"
Superflows,Productivity,A Gmail Addon for email assistant.,https://www.superflows.ai,No,"May 29, 2023 11:37 AM"
Text To Song,"Fun, Music, Speech Generation",Turn text into a song,https://www.voicemod.net/text-to-song,No,"May 29, 2023 11:37 AM"
FigCopy,Marketing,A Figma Plugin to generate automated UI designs.,https://www.figma.com/community/plugin/1193862725329562677,No,"May 29, 2023 11:37 AM"
Quickchat AI,Productivity,Build AI Assistants that talk like a Human,https://quickchat.ai,No,"May 29, 2023 11:37 AM"
Olli.ai,"Finance, Research",Quickly create data visualizations from web or file data,https://www.olli.ai,No,"May 29, 2023 11:37 AM"
ShowGPT,"Inspiration, Prompting",Ideas for prompts for Chat GPT,https://showgpt.co,No,"May 29, 2023 11:37 AM"
TLDR bot,,A customizable summaries of discord chat.,https://www.tldrbot.co,No,"May 29, 2023 11:37 AM"
PromptExtend,Prompting,AI Art Prompt Generator,https://www.promptextend.com,No,"May 29, 2023 11:37 AM"
ChatGPT On Your Terminal,Chat,Terminal-based chatbot creation tool,https://github.com/jucasoliveira/terminalGPT,No,"May 29, 2023 11:37 AM"
Cover Letter AI,"Copywriting, Productivity",AI tool that helps write professional cover letters in just minutes,https://coverletter-ai.com,No,"May 29, 2023 11:37 AM"
Contents.com,"Copywriting, Marketing",Helps with both ideation and the creation of content,https://www.contents.com,No,"May 29, 2023 11:37 AM"
LitRPG Adventures,Gaming,A tool that provides RPG content and generators for a variety of tabletop role-playing games.,https://www.litrpgadventures.com,No,"May 29, 2023 11:37 AM"
HitPaw AI Art Generator,Generative Art,Create unique visuals from text,https://www.hitpaw.ai,No,"May 29, 2023 11:37 AM"
On-Page.ai,"Copywriting, Marketing","SEO tool with AI writing and detection, link building, content editor",https://on-page.ai,No,"May 29, 2023 11:37 AM"
Galactical AI,Copywriting,A tool for content creation.,https://www.galactical.design,No,"May 29, 2023 11:37 AM"
Fantoons,Fun,A tool for creating harry potter fan comics and stories.,https://www.fantoons.xyz,No,"May 29, 2023 11:37 AM"
Godly,,Combine GPT-3 with your own added information to get personalize results,https://godly.ai,No,"May 29, 2023 11:37 AM"
Wave.Video,Video Editing,"Create, edit, trim, cut and add subtitles to videos",https://wave.video,No,"May 29, 2023 11:37 AM"
WatchNow,Fun,AI movie and TV show recommendation tool,https://www.watchnowai.com,No,"May 29, 2023 11:37 AM"
Synthesizer V,"Music, Text To Speech",AI Music Vocal Generator,https://dreamtonics.com/en/synthesizerv,No,"May 29, 2023 11:37 AM"
YouTube Summarized,Research,Quickly creates summaries of YouTube videos,https://youtubesummarized.com,No,"May 29, 2023 11:37 AM"
PersonaGen,Marketing,A tool for persona generator and tailor data-driven customer experiences.,https://personagen.app,No,"May 29, 2023 11:37 AM"
Figstack,Code,Help developers quickly understand; document and optimize their code.,https://figstack.com,No,"May 29, 2023 11:37 AM"
Albus,"Chat, Productivity",Use ChatGPT inside of Slack,https://springworks.in/albus,No,"May 29, 2023 11:37 AM"
Avaturn,Avatar Creation,A tool to create 3D avatar web Unity and Unreal.,https://avaturn.me,No,"May 29, 2023 11:37 AM"
Artifact,Research,AI-driven personalized news feed tool,https://artifact.news,No,"May 29, 2023 11:37 AM"
Warp AI,Productivity,A tool for terminal assistant for command lookups,https://www.warp.dev/warp-ai,No,"May 29, 2023 11:37 AM"
Buildt,Code,Find; Generate & Replace Anything In Your Code,https://www.buildt.ai,No,"May 29, 2023 11:37 AM"
Huru,Productivity,A job interview preparation mobile app for candidates and students practice interviews.,https://payments.pabbly.com/api/affurl/7dfZ0gsQVAUsZ1wNJo/RKdQ2TMWoZ1hSbXZ1o,No,"May 29, 2023 11:37 AM"
AI Writer,Copywriting,A writing tool that uses AI to enhance writing quality,https://apps.apple.com/us/app/ai-writer/id6444013958,No,"May 29, 2023 11:37 AM"
OpenAI Text Classifier,"AI Detectors, Students, Teachers",Predicts how likely a piece of text was generated by AI built on GPT-3,https://platform.openai.com/ai-text-classifier,No,"May 29, 2023 11:37 AM"
Promptitude io,Productivity,A tool for integrating GPT with a library of prompts,https://promptitude.io,No,"May 29, 2023 11:37 AM"
Kayyo,Self Development,AI MMA trainer app,https://apps.apple.com/us/app/kayyo-ai-mma-trainer/id1635789596,No,"May 29, 2023 11:37 AM"
Napkin,Self Development,A tool for collecting and organizing ideas.,https://www.napkin.one,No,"May 29, 2023 11:37 AM"
Mails Ai,Marketing,A platform for email marketing,https://www.mails.ai,No,"May 29, 2023 11:37 AM"
Mentioned,"Copywriting, Marketing",AI email outreach tool,https://mentioned.ai,No,"May 29, 2023 11:37 AM"
Blackbox,Code,Quickly and easily copy code from various sources.,https://useblackbox.io,No,"May 29, 2023 11:37 AM"
AILab Tools,Image Improvement,Suite of image processing tools,https://www.ailabtools.com,No,"May 29, 2023 11:37 AM"
WriterZen,"Copywriting, Marketing",A content creation platform that helps with ideas and SEO-optimized content,https://writerzen.net,No,"May 29, 2023 11:37 AM"
Upheal,,A platform to automate notes and video calls for mental health professionals,https://www.upheal.io,No,"May 29, 2023 11:37 AM"
Rephrasee,Copywriting,Simplify or rephrase any text input,https://www.rephrasee.com,No,"May 29, 2023 11:37 AM"
AiTax,Finance,AI Technology to Prepare and File Your Taxes,https://www.aitax.com,No,"May 29, 2023 11:37 AM"
Masterpiece Studio,"Gaming, Generative Art",Creating Usable 3D Models with Generative AI,https://masterpiecestudio.com/blog/3d-generative-ai,No,"May 29, 2023 11:37 AM"
ChatGPT Mail Responder,Productivity,A tool to generate answers and summarize incoming mails.,https://workspace.google.com/u/0/marketplace/app/chatgpt_mail_responder_by_klart_ai/793320270264,No,"May 29, 2023 11:37 AM"
Dreamhouse AI,"Fun, Generative Art",Interior design inspirations for your rooms,https://dreamhouseai.com,No,"May 29, 2023 11:37 AM"
Rytr,"Copywriting, Marketing","AI writing assistant that helps you create high quality content in a few seconds, at a fraction of the cost.",https://rytr.me,No,"May 29, 2023 11:37 AM"
Arxiv Summary Generator,Research,Generate summaries for Arxiv paperss,https://chatgptai.me,No,"May 29, 2023 11:37 AM"
Rotor Videos,Generative Video,A tool to create lyric videos.,https://rotorvideos.com,No,"May 29, 2023 11:37 AM"
Eilla AI,"Copywriting, Marketing",AI content generator,https://eilla.ai,No,"May 29, 2023 11:37 AM"
Metal,Productivity,A ML storage platform,https://www.getmetal.io,No,"May 29, 2023 11:37 AM"
Postly,Marketing,A tool to design and publish social media marketing campaigns at scale.,https://postly.ai,No,"May 29, 2023 11:37 AM"
Deepreview,Marketing,A tool to review users and analytics audience insights.,https://www.deepreview.io,No,"May 29, 2023 11:37 AM"
Keywrds.ai,Marketing,Deep dive into any niche and uncover keywords that your target audience is searching for,https://keywrds.ai,No,"May 29, 2023 11:37 AM"
Vowel,Productivity,Automated meeting summaries and notes,https://www.vowel.com/features/automated-meeting-summaries,No,"May 29, 2023 11:37 AM"
TweetStorm.ai,"Marketing, Social Media",A tool for tweets generation.,https://www.tweetstorm.ai,No,"May 29, 2023 11:37 AM"
HitPaw Photo Enhancer,Image Improvement,A software for improving image quality and resolution.,https://www.hitpaw.com/photo-enhancer.html,No,"May 29, 2023 11:37 AM"
AI Depot,Aggregator,"Discovering and compare new AI tools, podcasts, and newsletters across a wide range of categories",https://aidepot.co,No,"May 29, 2023 11:37 AM"
Tiledesk,,Design; deploy and manage chatbots and live chat widgets on multiple channels,https://tiledesk.com,No,"May 29, 2023 11:37 AM"
Briefly,Copywriting,Writing assistant to help write better briefs,https://www.trybriefly.com,No,"May 29, 2023 11:37 AM"
ChefGPT,Fun,AI-powered recipe recommendation tool,https://www.chefgpt.xyz,No,"May 29, 2023 11:37 AM"
Valideo,Research,Amazon product recommendation platform,https://valideo.xyz,No,"May 29, 2023 11:37 AM"
Designed With AI,Generative Art,Design your own shirts with AI,https://designedwithai.com,No,"May 29, 2023 11:37 AM"
Writers Brew,Productivity,AI assistant that accelerates reading and writing,https://writersbrew.app,No,"May 29, 2023 11:37 AM"
AnyWebsite AI,Chat,A tool to create and integrate a customizable chatbot,https://anywebsite.ai,No,"May 29, 2023 11:37 AM"
MovieBot,Avatar Creation,An app for 3D animated customised videos,https://www.moviebot.io,No,"May 29, 2023 11:37 AM"
Corrector App,Copywriting,Spell Check; Grammar Checker and Punctuation Checker,https://corrector.app,No,"May 29, 2023 11:37 AM"
ClipyBoard,Productivity,A tool for managing multiple language customer service messages and team collaboration.,https://clipyboard.com,No,"May 29, 2023 11:37 AM"
Poly,"Gaming, Generative Art",AI-generated 3D textures and renders,https://withpoly.com,No,"May 29, 2023 11:37 AM"
xMagic,Chat,A tool to create chatbots from pdf files.,https://www.xmagic.ai,No,"May 29, 2023 11:37 AM"
Iris.ai,Research,A workspace to organize all of your research,https://iris.ai,No,"May 29, 2023 11:37 AM"
Prezo,"Generative Art, Marketing",Prezo is an AI-powered presentation tool,https://prezo.ai,No,"May 29, 2023 11:37 AM"
Twig,Chat,A tool for customer support,https://www.twig.so,No,"May 29, 2023 11:37 AM"
